Filename,MFS 0,MFS 1,MFS 2,MFS 3,MFS 4,MFS 5,MFS 6,MFS 7,MFS 8,MFS 9,MFS 10,MFS 11,MFS 12,MFS 13,MFS 14,MFS 15,MFS 16,MFS 17,MFS 18,MFS 19,MFS 20
BA01_120_2Slices,3.4730934512817373,3.4616738983637489,3.445869389963633,3.4235145570919703,3.3911945980785578,3.343548217387923,3.2723638793492928,3.1658666545266048,3.0107488694509192,2.8174738376391701,2.6689687474917068,2.6033079131179728,2.5376470787442389,2.510161714889882,2.4922444499847805,2.4795195279672453,2.469900136970526,2.4622954383387361,2.4560824837615649,2.4508782252003787,2.4464329242737834
BA02_120_2Slices,3.3705488901376186,3.3543108760278075,3.3323606083676824,3.3022399320264744,3.2605248110925427,3.202803382411799,3.1244324935469208,3.0229867766098888,2.9037480064220778,2.7969548928705006,2.7219894702909242,2.6755258586614188,2.6290622470319138,2.5995344616574219,2.5760622984679431,2.5567279706259978,2.5404710904330621,2.5266415643716758,2.5147887239306606,2.5045695560198036,2.49570966025939
BA05_120_2Slices,3.2748885369507561,3.2621946299786186,3.245616588918383,3.2233371728592033,3.1923725069289532,3.1478304691832708,3.0820139912809097,2.9839957026056441,2.8433780814923049,2.6797683739130584,2.5635388020166405,2.5115212127495408,2.459503623482441,2.4333423624994821,2.4143390174954962,2.3997469709092405,2.3881321520538688,2.3786576900381147,2.3707886379141163,2.3641599106053244,2.3585109433558311
BA07_120_2Slices,3.415335537193922,3.4098565127559142,3.400532776218657,3.3851353827479325,3.3600480980251253,3.3192390775142133,3.2525306066460704,3.143315453383599,2.9690806132006453,2.7371558196672421,2.5727300329523959,2.5231250634664937,2.4735200939805915,2.4553693914766317,2.4436150729951196,2.4354042643605514,2.4294116272385606,2.4249359071471708,2.4215587259838269,2.4190030008236483,2.4170709144954885
BA18_120_2Slices,3.2080842843479513,3.1975917108451299,3.1835936198826738,3.1643515437545839,3.1369607359995473,3.0965408170057795,3.0352008316597621,2.9417889681929008,2.8081432429109339,2.6614704352892051,2.5618471263667413,2.516343826271088,2.4708405261754347,2.4483285487484672,2.4324283513543681,2.4206073410803168,2.4114869612492273,2.4042455009588566,2.3983614494427443,2.3934891919092003,2.3893918518274946
BA19_120_2Slices,3.3425490158487947,3.3314611023256364,3.3161951836708461,3.2947821138179822,3.264101437323462,3.2191753328874126,3.152143603025428,3.0511026220330542,2.9016978507295987,2.7266061974294975,2.62113295679401,2.5729864523419277,2.5248399478898453,2.4972886477398868,2.4758641223527746,2.4583668592883665,2.443720375145737,2.4313441015758612,2.4208600570718657,2.4119730037984852,2.4044306854371196
BA21_120_2Slices,3.3539946235454958,3.3468009750866177,3.3364842498936471,3.3213291008346064,3.2983634188460562,3.2622266541366325,3.2030526801795842,3.1032681442506864,2.9384705448789106,2.7213082422147266,2.5826229453402241,2.5401045865042908,2.4975862276683571,2.4787977677180857,2.4655913878880069,2.4556263202017998,2.4477232441897208,2.4412288814957468,2.4357526834227472,2.4310464453946459,2.4269441273556658
BA22_120_2Slices,2.9351269096886798,2.9313119273414676,2.9248369419312552,2.9139980177430407,2.8959954454394414,2.8664692810225949,2.8193872672686591,2.7480742631651145,2.6497490479016785,2.5414163372969929,2.4539100010889401,2.4010889592495293,2.348267917410118,2.3177230156301123,2.2951271739812009,2.2777168899957179,2.2638941313803564,2.25267772165394,2.2434270599656636,2.2357021378290125,2.2291876172726486
BA23_120_2Slices,3.0313573464170478,3.025749390405295,3.0173483568710138,3.0046548832556379,2.9852377870168549,2.9553417072281736,2.9097122186658622,2.8421048366613388,2.7485460047775874,2.6433922211316476,2.5625175645992138,2.5180751925855915,2.4736328205719693,2.4480790558719252,2.4287606218521183,2.4134584169851632,2.4009300107798395,2.390430980420561,2.3814821292370083,2.3737550078866789,2.3670128481451811
BA24_120_2Slices,2.9159998655225214,2.9111196954639031,2.9037034483018367,2.8926001226420088,2.876018840820409,2.8511648453613048,2.8139276135030662,2.7594661595743206,2.6865425825837423,2.606762856222379,2.5396842700107194,2.502054604656375,2.464424939302031,2.4451481299459359,2.4315453513728218,2.4213913362662316,2.4134952248204522,2.4071676170426723,2.4019783101307968,2.3976420460996168,2.393960626437607
BA25_120_2Slices,3.3072740963271894,3.2986455144657714,3.2856142899251992,3.2659581460940337,3.236233572079918,3.1911611275866409,3.1228382542869841,3.0201994441346449,2.8733110692685981,2.7022413528722931,2.5759208203922945,2.511520926448735,2.4471210325051755,2.4122871163165356,2.387249339940487,2.3685075225410075,2.3540008951664269,2.3424534555951784,2.3330432636461014,2.3252234628720965,2.3186194209046889
BA27_120_2Slices,3.2652641572237946,3.2539546386349536,3.2380188581199056,3.215357736338861,3.1828912910504346,3.1361569719430218,3.0688200175052391,2.9727775900987621,2.845669488544297,2.7225220178145877,2.645164983747768,2.609875814950807,2.574586646153846,2.5571653743405007,2.5445810318306519,2.534801735047941,2.5267737336394296,2.5199010278738236,2.5138223311726664,2.5083083219649431,2.5032106563969072
BA28_120_2Slices,3.137826132052945,3.1278465204773793,3.114470574567759,3.0960796234647816,3.0700824214009295,3.0323821846307015,2.9769485584993225,2.8967542564737654,2.7895750167778619,2.6711741967942753,2.5715796527831394,2.514184555185635,2.4567894575881306,2.4270577478300077,2.4066463139137939,2.3920245806625631,2.3812060692223675,2.3730152043923769,2.3667140460639144,2.3618133152488037,2.3579727875573377
