Filename,MFS 0,MFS 1,MFS 2,MFS 3,MFS 4,MFS 5,MFS 6,MFS 7,MFS 8,MFS 9,MFS 10,MFS 11,MFS 12,MFS 13,MFS 14,MFS 15,MFS 16,MFS 17,MFS 18,MFS 19
BA01_120_2Slices,2.7724004291258066,2.2569004278625244,2.1745695933282572,2.0756392540853983,1.9649206237804253,1.8508484588285581,1.7393814716832185,1.6218469130167441,1.5010075214504837,1.3881273652775781,1.2810636793049213,1.1546763676265654,1.0399627374002229,0.89217993076646462,0.70394364006182764,0.52090641700347851,0.44266188866069262,0.14019316713019064,0.0,0.12364891173828482
BA02_120_2Slices,2.8077190110242292,2.248550235278699,2.2134082736462766,2.1681321085232601,2.1077719556054051,2.0304476177004429,1.9391888808971498,1.8327890799310433,1.7064851128687082,1.5752019531373342,1.4125980375043663,1.2572273969524137,1.0862009598076627,0.90061518881239089,0.77380012153639854,0.56030022308563443,0.22656229053758833,0.0,0.0,0.1260155093775874
BA05_120_2Slices,2.7683675901037681,2.2669077880127433,2.2073478037695988,2.1285134944891597,2.0299121825140989,1.9194667879909506,1.791279107288871,1.6609340472209151,1.5233897217081518,1.3797704092666256,1.2161476755974976,1.0850953621713781,0.92167676860859493,0.73069115082025449,0.57477320894950357,0.49932473830398749,0.43796742992426385,0.2612486596182968,0.21795775306784021,0.21795775306784021
BA07_120_2Slices,2.7918977220312855,2.2477700811614318,2.148476996110205,2.0298651623132073,1.8998985756177769,1.7649468543874458,1.6290698972796478,1.5030074182275821,1.4023463403020422,1.2783201187137729,1.1302260468050103,1.0353177470159074,0.91322669203606466,0.80587142166923886,0.66132201054030615,0.5728520492069149,0.4911535178608345,0.12565380577985,0.0,0.21601788010291162
BA18_120_2Slices,2.8308854388457871,2.2374532949766546,2.174092016379197,2.102421394902509,2.0130282275720415,1.9138778568198869,1.8024153317963298,1.6802695658139608,1.551152171914675,1.4273280012252214,1.2782302041646774,1.1346487470219888,0.96420781941698208,0.79080577701728083,0.62827531868939523,0.47854729969816417,0.3613278899951996,0.21904753657189152,0.28906201529386027,0.0
BA19_120_2Slices,2.8491206883237621,2.2340926941052133,2.1828558046356568,2.1172447028118526,2.0354934143588705,1.9390263776319721,1.824240215993344,1.6991655917547674,1.5566636752631267,1.4182639333814293,1.2497374760212085,1.1241017198012258,0.92631985229835645,0.75892399118198706,0.64522671227494488,0.44619247052619054,0.45048119864713021,0.22451765941937618,0.0,0.079261749634917014
BA21_120_2Slices,2.8382783411856352,2.2357463217238602,2.1398814682097074,2.0277728464705733,1.9012297435198211,1.7652848543971857,1.6268685742221756,1.4747552466003262,1.3445937987426877,1.2037037880865631,1.1205906966786809,0.99565393343870523,0.86850389364337266,0.71712237625993969,0.51669046704445987,0.37700492620922688,0.46589125642900442,0.30428789393347289,0.0,0.0
BA22_120_2Slices,2.7007100005572835,2.139845798267396,2.0707908860278494,1.972179909517062,1.8519278526300196,1.6998344146196931,1.5259470393558132,1.3404909621692664,1.1743443169241763,0.98292438181527941,0.84981358980427291,0.69965158406413253,0.58706797541331035,0.5438837739722403,0.31565318998750524,0.42775538126468748,0.13819894298721483,0.1993755235084943,0.0,0.0
BA23_120_2Slices,2.8295603146011148,2.2409919869618329,2.2073873391772629,2.1697917378487555,2.1171503128479228,2.0510736013477135,1.9813259643120282,1.8940692884510151,1.7929520466685718,1.6764368906923806,1.5602520447638781,1.4233451298871034,1.2776128029417229,1.1032918035003727,0.94503363081142289,0.82778163346832379,0.58083591669792656,0.36909773100454168,0.41091491606617958,0.28906201529386027
BA24_120_2Slices,2.8173522867175622,2.23017788121268,2.1823110949804034,2.1083728169277771,2.0133181085017693,1.8999007441096842,1.7742687064754281,1.6321957204366182,1.4830089160406266,1.3229084148044095,1.1740535323058356,1.0272414107891139,0.86650664210820028,0.7813065918697486,0.65648942185859926,0.59651862094862396,0.47468396808059549,0.39297189834448398,0.20484619171709753,0.0
