Filename,MFS 0,MFS 1,MFS 2,MFS 3,MFS 4,MFS 5,MFS 6,MFS 7,MFS 8,MFS 9,MFS 10,MFS 11,MFS 12,MFS 13,MFS 14,MFS 15,MFS 16,MFS 17,MFS 18,MFS 19
BA01_120_2Slices,2.7245301107279936,2.405376495583917,2.3943477107585447,2.305413233346572,2.1805063303052252,2.0373946800606548,1.8848105164590567,1.7344050243416997,1.5825125950972641,1.4267305170224309,1.2771305221766407,1.1013012880744446,0.91928952285087195,0.79616683263544197,0.6724418609129581,0.56031660618459267,0.46730218113591648,0.28038633426038129,0.21252314375206727,0.0
BA02_120_2Slices,2.7567212182899432,2.2473969436219909,2.3551677046982418,2.3744379532510704,2.3448650759486824,2.2811200236444984,2.1936971869127184,2.0757065453264452,1.9431952531955308,1.7929149641141926,1.6207175770020339,1.4406687227638115,1.2516132336400521,1.0621710039815819,0.83417025639135245,0.57949095271546724,0.28545832828110623,0.18969330525173472,0.14294489013746553,0.0
BA05_120_2Slices,2.717478173042895,2.4423607020913485,2.4166398800531761,2.2936313707079523,2.1091625239093155,1.8927554670519877,1.6886564813180263,1.5341328383328625,1.4226694210538466,1.3634706715769049,1.2997554584208757,1.2339975994534851,1.1304923601252117,1.0517449493503797,0.9333174103477837,0.812222473237178,0.5590851436083677,0.45117714755093863,0.47985102593642132,0.338645034886494
BA07_120_2Slices,2.7463172903466129,2.3874518366709268,2.3866937412791822,2.3039140373293914,2.1791108553386405,2.0387832534205539,1.9016028492352657,1.7672900155273095,1.641664358537521,1.5230907412384032,1.4153438279979045,1.2976558103160318,1.1723675355521348,1.075748877995959,0.91761334658289551,0.72710785418290924,0.54925626059908428,0.37950144497453964,0.25130761155969999,0.0
BA18_120_2Slices,2.7872148045725123,2.2942229852458702,2.3637150225196968,2.3537372677380319,2.2982159627908985,2.2129314650177276,2.1060151083806571,1.9834509997924392,1.8443028240245758,1.6987198110215407,1.5478091403885526,1.3917176570493575,1.2369655745085171,1.068895076369738,0.86099009820578709,0.74797587931127996,0.4535265704354286,0.49583020690219437,0.14453100764693014,0.1917394879752411
BA19_120_2Slices,2.8212030324772774,2.3914381319158013,2.3937108332531327,2.2978207202146046,2.130822218341994,1.9099884636728337,1.6868951035326836,1.5150152280993665,1.416318636473372,1.3640635732746871,1.3151232352778761,1.2795902999418587,1.2317982666368159,1.1605559479998551,1.0660037281370838,0.91611076857124185,0.83602944054799799,0.69395262230541532,0.50430461426507811,0.27636615827558708
BA21_120_2Slices,2.801116822443614,2.330695972420691,2.371468783102296,2.3313450975889878,2.2467565519393289,2.1358244973928038,2.0057063003901123,1.8671647981995851,1.7299796641059375,1.5946684777145985,1.4669571733695033,1.3341575344554835,1.195758486707885,1.0699206141177349,0.97156549782036083,0.76574937673336152,0.63740896184074924,0.38686816019560227,0.25945481188787239,0.0
BA22_120_2Slices,2.6632001936588936,2.21668894528091,2.2693861053204478,2.2388928185485395,2.1534034471466317,2.0290875047698247,1.8648443277314986,1.6869312537054935,1.5017412803692443,1.3114812724778018,1.1534865078170611,1.0164303950356668,0.90127670829222994,0.80194416203648933,0.69712927081855636,0.60450345154892804,0.42420441184788416,0.30132716441161411,0.4761250397110649,0.22514833123410388
BA23_120_2Slices,2.7794250938071312,2.1972437190710363,2.3228186247056746,2.3652834577533821,2.3546736376145825,2.3174783674440849,2.2548282943313702,2.1693557138992574,2.0654750825461923,1.9472639313874702,1.8045975039945792,1.6568818712197053,1.4860076418241697,1.312284917943648,1.1647241907954657,0.95744416468910365,0.78285020904990565,0.56413953290702412,0.45021977485110121,0.28194654597640434
BA24_120_2Slices,2.7717956491820854,2.2782260674716395,2.361166259086946,2.3509922685976146,2.2957396387004141,2.1981263726355067,2.0697415193857549,1.9226910143671241,1.7579329830140524,1.5920438800573349,1.4360373951802492,1.2786206644616345,1.1336702635558413,0.98682149018499832,0.84931426124958742,0.72752425272577592,0.63792381412383359,0.48189710422341137,0.46520986088170579,0.33513973278085807
