Filename,MFS 0,MFS 1,MFS 2,MFS 3,MFS 4,MFS 5,MFS 6,MFS 7,MFS 8,MFS 9,MFS 10,MFS 11,MFS 12,MFS 13,MFS 14,MFS 15,MFS 16,MFS 17,MFS 18,MFS 19,MFS 20
BA01_120_1Slices,3.4876259711622528,3.4705267093896772,3.4479314057497974,3.4174735087643557,3.3754232440264982,3.3156852082994974,3.2278867529956403,3.0937064491467834,2.8829246586129593,2.5921988148779711,2.3977453144468699,2.3493771474841925,2.3010089805215146,2.2856015937286505,2.2765010877850393,2.2706203741387014,2.2665186258679686,2.2634640063549791,2.2610623909148946,2.2590916154474732,2.2574212608277442
BA01_120_2Slices,3.2017221461833607,3.1976043437437807,3.1906216531590692,3.1790426117885824,3.1600121988964176,3.1288322254015437,3.0778250839969155,2.9946792426679703,2.8612663788623776,2.6652127053499091,2.4655711709687158,2.3840017498800488,2.3024323287913817,2.2743434037519532,2.2568059871060666,2.2446965622752266,2.2357486886238758,2.228823878291188,2.2232874187955605,2.2187552063684706,2.2149796729023206
BA01_120_3Slices,3.1936886255064953,3.1914993803428784,3.1877384939950022,3.1812619535621165,3.1698600644741126,3.1491261341971208,3.1102084867293458,3.0354073830854746,2.8905292788278505,2.639031016641102,2.3972061225048087,2.3243561492652174,2.2515061760256261,2.2240730315992225,2.2053513131040745,2.1916614391350953,2.1811952241766233,2.1729339224462225,2.1662517312944152,2.1607415914922461,2.1561278234213477
BA02_120_1Slices,3.1025421752356368,3.0987850501696514,3.0931902545439383,3.0843508092500942,3.0694748865501653,3.0430812455721727,2.9951428388451884,2.9100728758583951,2.7723258222211222,2.5996360234624287,2.4651942440129173,2.3897647476527801,2.3143352512926434,2.2682172280336945,2.2328815037471439,2.205337359842737,2.1837727619928513,2.1668696459507073,2.1535800061509884,2.1430683825422832,2.1346836476079738
BA02_120_2Slices,3.3956535854600904,3.380699453130239,3.3601983096683714,3.3318211050506195,3.2922442009013135,3.2366603664629516,3.1579667913297715,3.0458495322273729,2.8904064431469445,2.7139119162499137,2.5856225764610299,2.5111521343364309,2.436681692211832,2.3880487699583317,2.349796517350303,2.3189711566419988,2.2935977985105942,2.2723390087570117,2.2542856520243548,2.2388129767066443,2.2254745705197947
BA02_120_3Slices,3.2036339870985997,3.1939730706821052,3.1807471046930722,3.1621797046588176,3.1354458853030494,3.0961206783318178,3.037650878025433,2.9517906861258352,2.8339134110649042,2.7060641343738561,2.6135124803428038,2.5594972471944129,2.5054820140460223,2.4712172805843289,2.4443703691397212,2.4226522956660528,2.4046577056663461,2.3894819948952328,2.376509178832416,2.3652985223922443,2.3555224165775495
BA04_120_2Slices,2.2830109996239276,2.2963705163981496,2.3120704184606948,2.3305839337312944,2.3523081894493734,2.3771656646157102,2.403450765550819,2.4248225942648896,2.424199424652961,2.3734348382702417,2.2912114165797108,2.2411259018247178,2.1910403870697248,2.1621094369016789,2.1415090751598638,2.1267215461441951,2.1159081078743665,2.1078124955677935,2.1016033140463621,2.0967324915862995,2.0928345074095152
BA04_120_3Slices,2.9739790235755703,2.9688676710796509,2.9619806619132723,2.9524764481899459,2.9389418157581404,2.9188440074473316,2.8873481307537654,2.8351807458946654,2.7480763943817443,2.6241045485662946,2.507802578390101,2.4409176559411039,2.3740327334921063,2.3367896802989647,2.3100131154144292,2.290028156092895,2.2746104790580888,2.262377288301769,2.2524405361850017,2.2442113845264435,2.2372871219086092
BA05_120_1Slices,3.2192217275945403,3.2177466053465791,3.2130603305434637,3.2029490399621543,3.1837553284213671,3.1495228161319422,3.0911741323331539,2.9964731273705576,2.853417008523405,2.6774699844397802,2.540023980730854,2.4724307777011942,2.4048375746715349,2.3692994852668492,2.3434561751353469,2.3237398518320918,2.3081824447441019,2.2955984461089836,2.2852243076604397,2.2765431791299928,2.2691908103769607
BA05_120_2Slices,3.153478935133021,3.1447852726552421,3.1330761533468405,3.1167637250983229,3.0930902410367498,3.0571595862907914,3.0003388812201095,2.9083022300371399,2.7622901389253727,2.5668502256394303,2.4085390261513471,2.3379611965649927,2.2673833669786378,2.2316730446515356,2.206208409380066,2.1872495994342813,2.1727078865203895,2.1612985913878622,2.1521745948006203,2.1447534535930246,2.1386243820330155
BA05_120_3Slices,3.4245378661243726,3.4141475244005774,3.3993810129818738,3.3781694901755501,3.3472373730879541,3.3011773596214389,3.2306743527973478,3.1194704390878609,2.940900330540809,2.6762592846323261,2.4583637885670746,2.3875531832020216,2.3167425778369686,2.2845130592524896,2.2616580784817573,2.2445366894740646,2.2311970468190472,2.2204869293207961,2.2116789252004412,2.2042920762249496,2.1979973219314606
BA06_120_1Slices,3.2687239380083066,3.2621786556775763,3.2525841472103441,3.2380950168488534,3.2155024331022628,3.179107110698193,3.1186194231887336,3.016080406665604,2.848084929689616,2.6262729645495035,2.4754152984690365,2.4194336050211369,2.3634519115732373,2.3344981855333296,2.3130935112152393,2.2964967548023441,2.2832075973537638,2.2723285547190928,2.2632797663768986,2.2556614184182213,2.2491836755648467
BA06_120_3Slices,3.1496964985470171,3.1458245195232912,3.139100571144672,3.1277905745492296,3.1089937420378351,3.0778621006647295,3.026462046707374,2.9425736830774993,2.8121029907585195,2.6494234408301276,2.5354463696897205,2.4905678786110208,2.4456893875323211,2.4259356394699978,2.4126308649666899,2.4030812776462871,2.395914744330689,2.3903610073145387,2.3859512382271215,2.3823812651442413,2.3794437542486366
BA07_120_2Slices,3.4443639454507129,3.4372534058603872,3.426868079243615,3.4114091573540959,3.3878150530164768,3.3506843381199443,3.2902403179908806,3.1887419333032998,3.0164611771513381,2.7542082391048823,2.535756852038114,2.4810102116613648,2.4262635712846157,2.407899215302765,2.3964076848349602,2.3886760690382447,2.3832230153533214,2.3792572183399221,2.3763134773017964,2.3740963457706923,2.3724075137258978
BA07_120_3Slices,3.1495928696080373,3.1423649109144556,3.1321023808802733,3.1170423442075492,3.0941458523829497,3.0581150572637408,2.9998254738084151,2.9049779820755006,2.7602900998850992,2.5857746475161361,2.4519338592938675,2.3938693539195421,2.3358048485452167,2.3096032620387921,2.2918699935920843,2.2791241766553068,2.2695738243365486,2.2622023666901718,2.2563803692617701,2.2516914408790267,2.2478478145790919
BA08_120_1Slices,3.2182025923265711,3.2096699261732655,3.1967691159030602,3.1773557174632217,3.148321038422432,3.1051942235247023,3.0414822055556447,2.9477768176392565,2.8125338759431826,2.6393876717113991,2.49112218135304,2.4200094956100391,2.3488968098670382,2.3154717476305962,2.2931505407575639,2.2773354603022344,2.2654887828114361,2.2561766864054356,2.2485677920807392,2.2421654373653923,2.2366619220668058
BA08_120_3Slices,3.0606260416059197,3.054680879677087,3.0449981621043007,3.0296316029259081,3.0054669079635947,2.9674620082421939,2.9079030914802018,2.8181086091708525,2.6977085348955345,2.5657490074261835,2.4531422565719581,2.3817926788432406,2.3104431011145232,2.2687584438253956,2.2390586214574029,2.2175021995330391,2.2016201299792866,2.1897844817389207,2.1808794929281521,2.1741168530904842,2.1689283447883478
BA09_120_1Slices,3.2783418001412379,3.2641896270186663,3.2455192030898812,3.2205159676681232,3.1864207446869797,3.1388662593474925,3.0706695166579618,2.9698199948918371,2.8183829626246517,2.6152921999424596,2.4480003677440045,2.367627945597262,2.2872555234505194,2.240823784416146,2.2044904034810791,2.1754768902613133,2.152350235371383,2.1339434894307487,2.1192161675057224,2.1073081581790229,2.09755330122587
BA09_120_3Slices,2.8777199751695433,2.8752772785358514,2.8709879382524863,2.8636946088370578,2.8513622382387522,2.830299545273316,2.7938097240616453,2.7306725148257933,2.6269016286084264,2.4825885558032801,2.341385804790507,2.270492947006594,2.1996000892226806,2.1783841425235915,2.1706109585683042,2.1678590630700314,2.1661791823014953,2.164260950094465,2.161874431857584,2.1591053192288245,2.1560922240895652
BA11_120_4Slices,3.0538418650242893,3.0548346619507414,3.0545383317953885,3.0517495095020464,3.0440630006306009,3.026524621891002,2.9890378581265176,2.9126446286192191,2.7674842137795603,2.5362186477630693,2.3435680290785004,2.2694258289881817,2.195283628897863,2.1730038384202683,2.1645149876316472,2.161348982498279,2.1596736271830506,2.15823142826773,2.1567330312730264,2.155162254316731,2.153555868170693
BA12_120_1Slices,3.0671505189182966,3.0553023087642748,3.0396818928781952,3.0185989328841698,2.9893508113454272,2.9475080462541832,2.8857801236565526,2.7928328162512601,2.6553230637891412,2.4770771589573548,2.31684479145453,2.2333998903587533,2.1499549892629761,2.1080282573384017,2.0791593150236167,2.0583034586359239,2.0425754376809482,2.0302835990354713,2.0204096064017247,2.0123175262389297,2.0055900311573018
BA12_120_2Slices,3.1491765195145134,3.1374217776059816,3.121395943973567,3.0992791369106252,3.0684171015723316,3.0250395933666718,2.9642120619696328,2.8810307867260745,2.7768092647413321,2.6718585794927132,2.591651953969786,2.5473061611485459,2.5029603683273058,2.4786278452534085,2.4607273771716156,2.4467970520468931,2.4354517406050866,2.4258825697473725,2.417602792952255,2.4103117359596009,2.403817356100828
BA12_120_3Slices,3.2019526026174967,3.1945420056256801,3.1844821834890129,3.1705217116283317,3.1505266246535482,3.1206040745260784,3.073362678914036,2.9953673052228478,2.8684695895325998,2.7003088443323136,2.5690110949624856,2.5058146057045514,2.4426181164466167,2.4080762400731173,2.3828804666004682,2.3640900080514804,2.3498353546264044,2.3388085263153302,2.330087459076458,2.3230311490159958,2.3171973935612145
BA13_120_1Slices,3.2071891657306946,3.1979741049909385,3.1852416473179148,3.167249387010274,3.1411479728491627,3.1022604454430951,3.0431836496743374,2.9535848251063572,2.8252938522302515,2.6795239217580171,2.572320695931408,2.5189959466395568,2.4656711973477057,2.4361862362588886,2.4144386474692574,2.3979777780224829,2.3852690518618567,2.3752572025287826,2.3672037207888921,2.3605925959069789,2.3550627203776484
BA13_120_3Slices,3.0709605265478555,3.056496270819645,3.0382695206746932,3.0148202325267874,2.983936937169593,2.9422503196067473,2.88481138980254,2.8061715351991818,2.7092031431154524,2.6221518208446026,2.5653108322839762,2.5359437956400699,2.5065767589961632,2.4904520075024439,2.4783809007419713,2.4689931226706752,2.4615402340304495,2.4555322385227671,2.4506164907593222,2.4465328020453541,2.4430889555305413
BA16_120_1Slices,2.3223758374308625,2.3303141472636191,2.3392799596109866,2.3494921151837187,2.3612013622979311,2.3745511609945238,2.3887531729972151,2.3977755842722401,2.3736788188417117,2.2561980618041053,2.0858103895712721,2.0113713911853544,1.9369323927994369,1.9106354612223717,1.8962997577062377,1.8885190259665248,1.8845691293247135,1.8829651761806463,1.8828333808961537,1.883627952126145,1.8849941149742961
BA16_120_3Slices,3.2267072537567465,3.2184307262468383,3.2070559074064122,3.1910208318388862,3.1676684104722197,3.1323652149346222,3.0771038760542777,2.9889444489641184,2.8504836187125098,2.6562955031984683,2.485271940896745,2.4152149189977239,2.3451578970987028,2.3122618208384527,2.2891166522042199,2.2721839484210617,2.2596008027264118,2.2501978809076215,2.2431456072675271,2.237824131099114,2.2337686795180742
BA17_120_1Slices,3.2757540715357427,3.268182104738532,3.2572033135493688,3.2410955375331665,3.2170054919487709,3.1800067564424594,3.1212740253333364,3.0247145607022206,2.8623883384019,2.6070122573833943,2.3840598194084102,2.306083289622447,2.2281067598364843,2.1918815376282934,2.1666741431457397,2.148085992769861,2.1337970968232689,2.1224795294364216,2.1133131273653905,2.105758399126497,2.0994427388478019
BA17_120_2Slices,2.9108031540676915,2.9101703058899537,2.908396494581647,2.9045360328427781,2.8967587703014006,2.8814315724577879,2.851337195156229,2.7929239925149796,2.6855899075991712,2.522623235644585,2.3657164308530083,2.2877038921056272,2.2096913533582465,2.1745609226736091,2.1508951282598598,2.1337366786413385,2.1205949054364548,2.1101160366927956,2.101504485962153,2.0942609253955529,2.0880551961866582
BA17_120_3Slices,3.1745271790973923,3.1677581907710843,3.1582278314167409,3.1444631004856998,3.1238655791489975,3.091606732184828,3.0385494884449522,2.9480757737976879,2.7927812526594167,2.5489307724454964,2.3174022839327888,2.2343497975893527,2.1512973112459171,2.1168703950023846,2.0933833234919099,2.0761631566866781,2.0628773047180626,2.0522442277860131,2.043502333651527,2.0361678317125542,2.0299160955024718
