Filename,MFS 0,MFS 1,MFS 2,MFS 3,MFS 4,MFS 5,MFS 6,MFS 7,MFS 8,MFS 9,MFS 10,MFS 11,MFS 12,MFS 13,MFS 14,MFS 15,MFS 16,MFS 17,MFS 18,MFS 19
BA28_120_2Slices,0.5737274544,0.9905572946,1.369124206,1.7312688346,2.0122577129,2.1996931938,2.2967010958,2.7718820207,2.3071269152,2.2634258298,2.2048652633,2.1329990547,2.0459707381,1.9472542256,1.84043135,1.7302320691,1.6065518558,1.4938076894,1.3954709641,1.4276847087
BA28_120_3Slices,0.353787056,0.6359041735,0.9736312642,1.3495855292,1.7214431146,2.0080356124,2.1975731573,2.2963978155,2.78129054,2.3073550932,2.2645061881,2.1981716587,2.1112375938,2.0110933439,1.8968215555,1.7795746098,1.6562442206,1.5374637999,1.39747299,1.3589188311
BA29_120_1Slices,0.7475736915,1.0911667871,1.4544499468,1.7714668441,2.0277407985,2.1912159124,2.7433670258,2.257753347,2.2031822061,2.1236303768,2.0447231468,1.9737430217,1.9039113126,1.8319597177,1.7611653421,1.6706039312,1.5903941774,1.4969490041,1.4035775934,1.418596594
BA29_120_3Slices,0.356564957,0.4736167073,0.6716197036,0.847276919,1.2363496236,1.6276552096,1.9248633334,2.1133624321,2.7537421672,2.214318423,2.1594930764,2.063261372,1.9434567048,1.8226684974,1.7010717149,1.6009325726,1.5096419675,1.4378583671,1.3547569108,1.4505645808
BA30_120_3Slices,0,0.6373663579,1.0549100301,1.490108055,1.8317723358,2.04796433,2.1608667155,2.8078509599,2.1856865916,2.1488018476,2.0844792135,2.0063327459,1.9018599301,1.7817649824,1.6660061469,1.5505349972,1.4562502227,1.3678163708,1.2974676536,1.4087993799
BA31_120_2Slices,0.7186960566,1.2433055753,1.6404220977,1.9234750024,2.1028013724,2.1906189046,2.7701109021,2.1758795881,2.1348150011,2.0750375735,2.0065576207,1.9288402537,1.8397872096,1.7430431528,1.6568024002,1.5730850419,1.4737791008,1.3972077554,1.2922612747,1.3601143098
BA32_120_1Slices,0.7420454251,1.2115823371,1.5863983299,1.8856802931,2.1035297636,2.2383645568,2.3058886715,2.7363937797,2.306273596,2.2600998603,2.2012849605,2.1159282323,2.0172176873,1.9094309989,1.8038404233,1.704036499,1.6025723607,1.5048309757,1.3978775005,1.4869364971
BA32_120_2Slices,0.6161315197,1.0978090257,1.4943188008,1.8113179215,2.034784919,2.1805232128,2.2653569247,2.7521280785,2.2752373001,2.2295906559,2.1587513143,2.0708462144,1.9723398042,1.864246092,1.7482118939,1.640853082,1.5504072716,1.4612625417,1.3862120451,1.4790620045
BA32_120_3Slices,0.5175741593,1.0470309799,1.4728126542,1.8045186239,2.021115226,2.1534287702,2.2180678125,2.7966631946,2.2179927658,2.1809515214,2.1283297293,2.049923819,1.9596361951,1.8530797876,1.7283079855,1.5976226273,1.4683247063,1.3464968094,1.2286654987,1.3018338075
BA33_120_1Slices,0.6574963887,0.6542029852,0.9991022937,1.3775332429,1.7071323703,1.9706616246,2.1530046485,2.2689765545,2.7925721492,2.3450589443,2.3265539552,2.2734667418,2.1926168243,2.0848777427,1.9575516447,1.8082445101,1.6494209238,1.464996269,1.2764038524,1.1045957901
BA33_120_2Slices,0.959191785,0.8274596487,1.0723023855,1.4230404763,1.7203251078,1.968918335,2.1464676318,2.2574858366,2.7647775203,2.3403057656,2.3253216517,2.2751592702,2.1898701577,2.074865152,1.9420970498,1.7894173776,1.6187829064,1.4404441719,1.2664215386,1.1215710967
BA33_120_3Slices,0.9092797212,0.9426174809,1.1528447644,1.4351062288,1.7207576161,1.9566798804,2.1282916923,2.2426561279,2.7627905701,2.3274643073,2.3120520188,2.2620039775,2.1765415314,2.0607558691,1.9242975659,1.7680248765,1.5934090069,1.415996685,1.2395845728,1.1011616609
BA34_120_2Slices,0.0814517723,0.3940847185,0.9082107637,1.3462821771,1.7578923453,2.0452034408,2.2241713183,2.3045209531,2.7661284772,2.2918104244,2.2405232405,2.1689760219,2.0860510423,1.9851430281,1.8712108193,1.7427500126,1.6149137049,1.5006439395,1.3827684408,1.41729899
BA34_120_3Slices,0.3327620814,0.8159792837,1.2900467999,1.6879513124,1.9791600436,2.1635992276,2.2506972388,2.7615912927,2.2683732785,2.2301151938,2.1707923655,2.1004560768,2.0088268606,1.907039033,1.8007091652,1.6855415294,1.574385447,1.4643359334,1.3385881239,1.3612659158
BA35_120_1Slices,0.6698595588,1.15057635,1.5243521629,1.8156997638,2.0336545051,2.1700418266,2.2514437866,2.7710038351,2.2870175723,2.2602949418,2.220219652,2.1527399703,2.0680398222,1.9589720601,1.8356080683,1.6920913385,1.5414172649,1.3990424878,1.2663841455,1.1922466699
BA35_120_2Slices,0.9220372786,0.7922211034,0.8544250788,1.1580971419,1.5781919707,1.9000796455,2.1123154901,2.2341757604,2.7852752814,2.2954938433,2.2701588506,2.2213607624,2.1451052771,2.0457750332,1.9283627142,1.7838771947,1.6172615057,1.4329398756,1.2542778015,1.1570259261
BA35_120_3Slices,0.9197682249,0.7996611857,0.9266293781,1.2842195222,1.6665518541,1.9635812576,2.1630729923,2.2807279011,2.8002743244,2.3466106214,2.323985186,2.272576599,2.1974269977,2.09510808,1.9753657009,1.8314239219,1.6732569905,1.5080061381,1.3275859661,1.2231451615
BA36_120_1Slices,0.4635547253,0.9313395766,1.3511330216,1.7048669531,1.9675549785,2.1616288784,2.2766873221,2.7604531329,2.2993139747,2.2574082995,2.1898573133,2.1160024349,2.0298890182,1.9291001487,1.831032419,1.7323586021,1.6286183125,1.5282603094,1.4339810234,1.4884358144
BA36_120_3Slices,0.832857001,0.6042538787,0.677926321,0.9963581655,1.3553582442,1.7587463712,2.0708520754,2.2602044038,2.8724937836,2.3322179003,2.2843650305,2.2123568692,2.1217672925,2.0136259058,1.9029369074,1.7818175582,1.6717477309,1.5633223486,1.4722665936,1.5484946645
